City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Delhi,2023-04-24,37,37.55,28.79,18.4,62.46,1.94,92.63
Pune,2023-01-02,132,131.2,212.29,11.73,34.65,1.54,14.58
Hyderabad,2023-04-17,121,116.54,183.64,32.68,59.48,1.87,35.97
Delhi,2023-10-20,159,199.8,182.84,25.82,24.12,1.62,24.95
Pune,2023-07-01,92,54.52,163.99,96.71,66.93,2.15,54.09
Kolkata,2023-09-08,109,50.31,226.76,114.06,3.07,1.21,98.93
Bangalore,2023-11-23,123,43.46,292.21,75.76,14.82,0.25,118.57
Bangalore,2023-01-18,88,36.8,180.95,74.4,55.58,1.11,117.22
Mumbai,2023-12-13,111,61.51,216.85,111.77,55.53,1.77,37.45
Bangalore,2023-01-19,136,116.88,216.04,119.63,4.62,0.35,16.3
Pune,2023-09-28,109,120.95,127.36,21.46,40.35,0.95,130.31
Chennai,2023-03-13,83,119.17,54.69,24.65,79.15,1.87,12.15
Ahmedabad,2023-08-20,83,88.31,106.02,22.72,67.51,0.35,47.03
Delhi,2023-04-05,73,40.57,162.29,6.35,25.48,2.35,50.03
Ahmedabad,2023-01-21,119,99.9,177.27,98.0,16.85,2.21,114.84
Pune,2023-03-17,33,26.49,26.06,73.31,69.32,1.54,35.92
Chennai,2023-02-20,145,142.92,222.1,24.84,4.2,1.14,89.49
Ahmedabad,2023-12-15,150,163.89,190.95,17.75,55.24,2.46,136.31
Pune,2023-01-18,122,67.41,230.22,102.88,54.91,0.78,143.31
Chennai,2023-07-25,87,30.86,201.31,55.34,9.37,1.9,120.9
Delhi,2023-04-24,110,98.55,169.51,32.86,15.48,2.09,120.76
Chennai,2023-10-24,103,76.95,159.7,114.14,75.4,0.62,31.85
Delhi,2023-11-20,91,159.9,21.69,19.63,43.96,0.77,18.39
Mumbai,2023-02-03,159,152.79,241.58,21.69,74.79,1.32,96.19
Mumbai,2023-03-10,87,105.94,59.77,91.45,47.38,0.47,106.55
Delhi,2023-09-11,82,114.21,45.35,45.55,5.97,1.3,136.43
Delhi,2023-03-16,67,49.58,97.34,86.85,49.29,2.15,47.87
Ahmedabad,2023-08-06,120,151.3,130.6,15.96,22.04,2.4,50.0
Mumbai,2023-05-04,119,121.32,165.68,41.73,60.45,1.84,45.7
Hyderabad,2023-07-29,59,64.63,56.08,91.57,5.61,0.55,20.27
Bangalore,2023-03-31,184,190.09,249.43,68.53,70.25,2.48,93.54
Mumbai,2023-01-21,108,153.34,85.0,24.22,61.25,0.99,24.59
Kolkata,2023-02-22,117,120.8,149.25,80.64,65.64,1.11,9.78
Pune,2023-07-24,158,191.67,195.0,26.67,21.36,2.29,6.97
Pune,2023-06-23,57,40.15,99.17,40.3,19.1,2.02,53.17
Bangalore,2023-01-30,142,96.07,272.64,84.14,6.82,0.29,87.13
Delhi,2023-01-10,75,71.42,89.38,91.04,48.96,1.5,26.65
Hyderabad,2023-03-02,70,63.54,77.91,116.72,3.45,1.64,80.05
Kolkata,2023-10-25,165,178.64,207.65,119.81,15.16,0.4,25.21
Chennai,2023-01-03,135,89.19,261.53,37.61,73.39,1.26,98.83
Ahmedabad,2023-04-04,110,39.64,263.45,17.59,62.37,1.54,129.86
Hyderabad,2023-06-08,74,119.14,23.66,59.65,8.71,1.19,20.89
Chennai,2023-03-08,144,109.38,275.7,7.57,51.74,0.91,67.62
Pune,2023-08-10,143,196.2,89.02,114.05,55.72,2.39,86.54
Delhi,2023-06-21,117,179.57,56.01,40.74,20.96,1.52,121.41
Chennai,2023-10-21,65,78.6,25.44,119.67,11.53,1.45,119.63
Ahmedabad,2023-07-05,99,40.44,238.0,39.42,18.46,1.48,64.5
Pune,2023-01-04,145,177.21,155.34,46.32,27.39,0.82,83.96
Bangalore,2023-01-04,66,69.04,73.23,59.68,7.38,1.81,80.16
Hyderabad,2023-09-27,75,53.95,122.89,63.33,20.15,1.11,82.94
Ahmedabad,2023-08-07,60,58.77,54.96,87.04,30.2,0.71,78.56
Chennai,2023-03-23,138,185.45,102.45,106.94,40.81,2.16,40.82
Chennai,2023-07-11,126,171.39,79.62,90.81,28.88,1.92,136.61
Ahmedabad,2023-11-29,113,114.85,161.89,41.61,22.02,0.25,44.58
Ahmedabad,2023-09-30,54,47.61,44.46,87.54,71.78,2.35,94.61
Hyderabad,2023-03-14,180,191.18,226.0,84.16,60.88,0.94,110.74
Chennai,2023-02-05,130,91.34,269.18,7.18,34.32,0.81,33.8
Hyderabad,2023-09-30,93,10.47,252.98,35.17,71.01,1.79,101.6
Kolkata,2023-06-22,94,21.29,252.42,24.65,31.04,1.58,74.93
Chennai,2023-11-08,47,36.72,54.51,104.25,4.46,2.45,33.79
Ahmedabad,2023-07-29,89,119.62,42.4,74.28,68.35,0.31,120.98
Hyderabad,2023-04-02,56,40.3,69.31,110.66,10.63,2.19,83.92
Pune,2023-12-05,135,98.25,248.89,88.51,40.13,2.18,22.45
Bangalore,2023-07-03,167,170.82,218.32,99.06,44.42,1.75,86.29
Bangalore,2023-04-27,179,156.32,291.94,119.54,20.78,2.27,18.7
Bangalore,2023-04-21,71,51.82,104.09,113.83,22.53,1.75,30.83
Chennai,2023-10-06,87,50.54,152.84,104.28,15.59,0.24,99.54
Mumbai,2023-10-02,104,85.42,141.58,89.89,62.76,1.97,149.69
Chennai,2023-01-16,198,196.63,286.05,103.0,37.42,2.2,37.02
Pune,2023-09-19,87,44.86,188.96,11.5,49.52,1.47,100.01
Delhi,2023-09-16,195,171.57,294.58,117.27,62.24,2.4,130.76
Pune,2023-03-31,36,24.32,33.73,101.32,40.19,2.07,50.37
Pune,2023-10-04,121,183.91,44.57,104.07,63.85,0.93,56.51
Pune,2023-07-14,86,109.14,62.72,92.25,53.9,0.88,21.96
Chennai,2023-01-25,89,138.11,21.91,77.21,65.2,1.56,66.58
Hyderabad,2023-10-07,137,127.75,199.21,116.21,15.93,1.63,32.26
Ahmedabad,2023-05-14,160,137.16,276.47,23.29,77.07,0.93,61.74
Hyderabad,2023-11-30,167,190.08,221.9,14.47,54.31,1.69,36.72
Kolkata,2023-01-07,66,26.54,157.04,6.14,77.56,1.93,28.03
Delhi,2023-11-08,100,40.51,234.65,11.77,67.55,2.37,103.11
Kolkata,2023-05-24,98,78.42,153.63,74.53,54.16,1.47,55.94
Pune,2023-06-10,73,25.46,150.55,94.19,6.75,1.82,123.86
Bangalore,2023-08-10,37,12.46,70.44,44.34,20.23,2.41,99.48
Chennai,2023-07-17,127,166.5,116.28,54.01,22.22,1.96,60.21
Delhi,2023-08-10,118,173.56,35.09,117.94,73.14,1.04,117.33
Bangalore,2023-07-11,134,181.24,106.03,58.53,69.47,1.99,62.05
Kolkata,2023-01-05,155,98.58,292.86,106.33,16.15,1.86,140.84
Bangalore,2023-12-09,73,72.99,69.06,93.38,33.2,1.36,98.48
Bangalore,2023-01-04,103,144.44,32.73,101.43,79.17,1.29,145.59
Mumbai,2023-09-29,92,97.33,112.79,80.62,19.93,0.44,8.95
Pune,2023-09-02,106,85.2,174.58,38.67,78.76,0.87,68.94
Mumbai,2023-01-07,52,59.52,33.53,69.34,60.58,0.65,58.35
Chennai,2023-01-25,162,169.51,238.39,12.27,30.46,2.4,61.84
Chennai,2023-03-06,113,77.5,186.92,117.49,79.81,1.98,63.63
Delhi,2023-09-25,142,77.78,295.96,86.39,37.02,0.23,80.47
Hyderabad,2023-04-15,85,109.38,71.08,7.54,29.67,2.31,149.5
Mumbai,2023-07-22,127,57.95,275.09,65.78,69.9,0.87,122.03
Chennai,2023-07-06,128,155.7,128.34,59.05,15.01,0.24,101.6
Kolkata,2023-08-07,120,55.46,252.48,92.54,28.27,1.67,125.08
Delhi,2023-02-05,91,11.1,247.77,45.3,58.03,1.05,92.91
Hyderabad,2023-07-31,103,86.95,163.58,88.53,39.15,0.23,6.87
Kolkata,2023-11-16,60,77.19,37.82,39.04,27.1,1.4,100.86
Chennai,2023-06-29,72,56.72,110.1,40.46,30.29,2.5,117.8
Mumbai,2023-04-24,93,87.19,129.13,61.19,34.52,2.11,72.43
Hyderabad,2023-09-08,168,157.22,259.24,53.35,54.09,0.34,81.77
Kolkata,2023-09-29,130,65.02,264.13,102.41,72.23,1.09,97.99
Ahmedabad,2023-10-17,36,44.36,26.13,30.7,49.14,2.28,24.35
Ahmedabad,2023-01-14,91,75.62,139.51,46.97,33.87,0.8,106.3
Bangalore,2023-07-23,71,28.56,151.22,14.37,55.21,2.02,144.55
Bangalore,2023-05-25,126,111.16,178.91,111.08,50.93,0.53,68.27
Hyderabad,2023-07-20,163,143.05,261.66,25.76,76.22,0.34,147.65
Chennai,2023-10-03,115,154.89,58.0,105.99,76.52,0.2,127.19
Bangalore,2023-03-10,85,97.67,86.83,56.44,76.13,0.68,30.96
Ahmedabad,2023-10-10,152,114.85,280.48,71.0,20.99,1.21,61.61
Chennai,2023-09-24,89,107.02,55.28,101.86,44.82,2.14,143.63
Hyderabad,2023-03-05,114,29.08,284.55,96.51,62.66,0.41,31.03
Pune,2023-03-30,60,50.54,67.33,46.67,73.24,1.3,138.48
Hyderabad,2023-07-20,85,53.04,158.66,75.78,32.54,1.0,36.62
Chennai,2023-06-06,59,80.28,42.33,20.89,31.05,2.33,59.96
Chennai,2023-07-24,120,89.42,207.27,73.26,23.75,1.78,96.44
Kolkata,2023-02-18,132,113.96,204.64,115.62,34.91,1.96,21.9
Kolkata,2023-10-11,127,130.29,196.13,21.38,5.09,1.81,21.97
Mumbai,2023-04-16,151,132.05,268.36,28.04,21.19,2.39,24.61
Pune,2023-06-16,114,102.62,178.69,34.58,42.06,1.92,76.36
Hyderabad,2023-08-04,161,120.59,285.06,107.12,62.0,0.84,40.03
Ahmedabad,2023-03-27,93,44.45,189.57,55.48,38.5,1.25,135.49
Delhi,2023-07-04,152,160.84,196.41,59.52,52.28,2.29,87.13
Pune,2023-12-22,175,196.34,217.56,70.93,4.92,1.06,86.99
Ahmedabad,2023-06-19,118,103.56,165.81,115.6,24.19,1.95,88.34
Pune,2023-12-25,88,89.39,98.18,67.8,31.25,0.71,126.69
Bangalore,2023-01-26,144,170.99,152.73,69.03,79.63,2.39,44.4
Pune,2023-09-14,66,84.18,39.95,71.21,78.21,2.44,23.34
Bangalore,2023-01-12,134,162.54,123.25,80.74,40.08,0.72,115.38
Mumbai,2023-04-04,74,74.69,73.21,87.72,37.78,1.22,92.66
Hyderabad,2023-02-14,147,180.65,150.23,47.15,11.88,0.59,138.45
Hyderabad,2023-12-09,102,147.21,42.54,79.0,73.88,0.89,88.98
Delhi,2023-09-30,94,146.67,37.45,48.55,8.69,2.18,95.14
Delhi,2023-04-26,54,13.75,138.46,17.0,29.34,0.57,52.68
Hyderabad,2023-12-17,111,103.41,163.3,52.92,63.56,1.18,44.05
Pune,2023-08-16,128,123.4,185.62,75.24,58.07,0.92,9.91
Hyderabad,2023-05-24,90,34.49,222.11,14.47,31.27,0.34,80.72
Chennai,2023-12-23,78,42.57,124.06,111.98,36.51,2.05,139.44
Ahmedabad,2023-11-02,138,180.68,108.87,115.7,65.37,2.13,7.2
Chennai,2023-05-09,155,157.84,235.03,14.38,20.14,2.41,77.6
Ahmedabad,2023-05-31,112,35.07,284.59,20.14,29.36,0.9,130.62
Delhi,2023-06-04,162,131.68,277.43,63.52,25.24,0.57,125.37
Mumbai,2023-12-11,83,76.34,101.47,74.17,62.48,1.25,96.36
Pune,2023-09-10,134,192.51,66.21,119.7,32.59,1.86,88.0
Pune,2023-10-18,160,193.14,194.79,24.91,11.11,1.05,49.61
Mumbai,2023-01-13,141,98.96,275.6,70.33,42.66,2.06,5.58
Delhi,2023-08-13,126,104.28,217.49,60.78,14.77,2.34,52.66
Bangalore,2023-11-13,139,179.37,117.01,102.21,57.44,2.28,41.44
Ahmedabad,2023-09-29,93,22.41,242.23,55.1,15.88,0.38,61.48
Delhi,2023-02-11,64,53.69,80.34,50.94,33.99,1.22,130.97
Mumbai,2023-01-24,152,168.81,204.2,12.42,32.5,0.84,88.82
Kolkata,2023-07-10,95,101.41,108.06,20.85,59.91,2.22,141.9
Chennai,2023-03-21,100,47.4,217.61,71.42,21.62,0.87,58.26
Chennai,2023-10-05,166,156.09,261.73,46.95,43.0,0.47,65.45
Mumbai,2023-10-22,125,179.95,61.46,78.11,71.43,2.3,120.02
Ahmedabad,2023-12-31,126,165.31,97.44,111.08,57.31,2.01,17.33
Bangalore,2023-08-11,137,131.11,192.44,46.18,35.05,0.93,149.93
Hyderabad,2023-11-08,69,27.49,165.35,10.75,24.51,1.23,82.47
Bangalore,2023-08-27,128,196.62,47.46,66.89,65.73,0.75,113.83
Chennai,2023-11-04,119,135.87,111.76,111.16,70.91,1.85,57.73
Hyderabad,2023-08-05,78,70.06,90.83,64.23,79.78,2.05,110.82
Kolkata,2023-12-21,128,69.27,259.65,70.29,65.43,1.32,114.32
Delhi,2023-03-18,62,84.36,23.8,34.32,73.36,1.78,111.9
Mumbai,2023-05-20,140,143.24,200.96,25.51,77.56,1.01,52.75
Pune,2023-03-11,82,27.43,194.99,32.44,64.66,1.11,71.49
Pune,2023-11-05,120,154.76,84.71,116.12,50.54,0.21,65.27
Hyderabad,2023-06-22,123,163.74,105.44,43.09,7.5,0.85,108.96
Bangalore,2023-02-05,129,117.36,192.23,62.76,3.32,2.27,124.91
Pune,2023-09-02,131,88.52,235.75,117.71,76.19,2.27,27.96
Delhi,2023-06-01,135,176.9,125.55,50.37,37.87,1.71,42.82
Kolkata,2023-07-07,75,36.83,143.23,37.43,61.63,0.45,138.03
Pune,2023-12-07,99,150.53,49.96,55.39,12.25,2.47,53.29
Chennai,2023-09-22,178,158.08,277.77,91.89,54.61,1.27,92.78
Pune,2023-12-25,124,68.9,280.52,37.49,24.5,0.74,26.14
Mumbai,2023-06-01,156,139.37,227.81,98.54,17.41,0.28,146.33
Pune,2023-02-26,189,192.53,252.07,109.89,32.2,0.65,92.94
Bangalore,2023-09-14,96,34.86,243.33,28.99,40.35,2.17,33.05
Chennai,2023-08-01,38,21.93,61.05,21.85,17.87,0.86,123.17
Mumbai,2023-09-16,73,87.19,55.9,30.74,59.42,1.76,145.25
Pune,2023-11-05,150,106.1,272.75,71.26,36.84,1.73,125.86
Pune,2023-07-15,66,30.43,141.25,29.67,35.5,2.48,88.25
Hyderabad,2023-01-09,160,138.81,249.8,113.57,53.39,1.3,51.09
Delhi,2023-09-22,88,73.55,110.85,84.88,47.84,0.66,145.6
Chennai,2023-08-08,133,117.56,216.73,75.57,26.26,2.03,20.97
Kolkata,2023-01-09,172,142.28,293.55,91.24,24.2,1.17,60.73
Mumbai,2023-10-30,148,156.56,184.91,36.62,75.16,1.7,145.72
Bangalore,2023-04-06,98,62.75,201.14,6.8,16.06,2.34,101.22
Mumbai,2023-02-15,78,18.61,184.09,30.63,76.89,1.78,146.25
Mumbai,2023-06-02,128,101.78,207.48,98.39,47.1,0.34,73.21
Hyderabad,2023-02-07,152,145.82,210.58,119.18,51.05,2.04,43.9
Pune,2023-07-14,177,184.23,231.45,80.36,21.81,1.81,133.58
Hyderabad,2023-06-06,74,84.8,53.25,92.8,15.04,0.78,118.53
Ahmedabad,2023-11-16,124,58.29,283.47,29.76,79.5,1.9,61.91
Delhi,2023-11-26,72,70.9,74.25,76.51,29.83,0.88,114.78
Mumbai,2023-08-08,131,156.74,147.81,17.36,23.31,1.13,113.65
Kolkata,2023-08-12,149,135.31,220.48,80.2,61.33,0.61,90.13
Kolkata,2023-12-13,137,126.05,191.17,89.69,27.99,1.81,137.85
Mumbai,2023-01-30,127,175.32,81.21,57.43,68.48,2.09,134.33
Chennai,2023-09-01,120,94.96,203.78,49.91,29.36,1.19,112.75
Kolkata,2023-05-01,157,164.67,228.66,7.36,51.16,1.2,71.21
Hyderabad,2023-05-08,148,114.05,267.97,86.97,45.12,1.94,10.56
Bangalore,2023-07-24,128,54.74,295.59,67.36,53.67,0.84,51.66
Delhi,2023-12-01,115,100.0,164.95,73.08,61.97,0.41,117.65
Pune,2023-07-25,116,90.49,210.21,17.72,10.21,1.77,118.04
Kolkata,2023-11-02,83,44.51,140.61,92.19,55.49,0.45,145.53
Delhi,2023-06-06,81,51.87,148.76,42.63,78.75,0.38,49.43
Hyderabad,2023-07-28,67,103.76,24.59,14.47,22.11,1.47,116.33
Kolkata,2023-02-06,115,117.73,131.23,105.13,37.86,0.89,96.25
Bangalore,2023-05-27,60,85.71,27.88,15.83,67.96,0.33,90.84
Hyderabad,2023-02-06,61,53.5,96.53,9.4,15.82,1.7,77.31
Bangalore,2023-08-12,105,21.64,268.89,119.59,3.23,2.43,39.2
Mumbai,2023-09-20,95,65.57,166.11,63.7,30.17,1.85,91.95
Hyderabad,2023-10-25,201,196.74,283.2,114.88,70.74,0.79,55.75
Mumbai,2023-07-11,125,197.37,62.75,47.15,17.53,0.71,40.83
Mumbai,2023-06-12,154,139.76,257.98,29.81,60.8,2.23,29.87
Mumbai,2023-12-13,178,194.32,238.62,37.5,45.99,1.13,76.04
Bangalore,2023-05-13,113,63.07,208.93,94.53,70.17,0.56,124.31
Pune,2023-12-10,137,91.19,272.4,57.27,17.37,0.57,73.58
Hyderabad,2023-11-10,186,199.47,240.47,105.86,60.33,2.26,16.06
Ahmedabad,2023-01-27,137,85.32,278.05,13.71,57.79,1.89,149.55
Ahmedabad,2023-02-17,102,115.88,122.63,27.54,21.38,0.71,84.58
Kolkata,2023-08-02,30,20.41,42.37,33.19,21.89,0.42,61.33
Pune,2023-01-22,122,196.19,60.96,39.02,3.24,2.01,50.16
Chennai,2023-06-22,85,17.45,220.33,65.88,58.55,2.02,17.94
Hyderabad,2023-04-06,129,133.49,164.68,25.98,64.06,2.49,145.54
Kolkata,2023-12-30,61,74.09,39.19,52.87,14.17,0.78,134.32
Pune,2023-02-04,133,190.23,74.14,108.6,13.04,1.37,98.33
Chennai,2023-04-11,139,190.85,113.3,65.65,7.89,2.16,64.94
Chennai,2023-04-16,147,139.63,209.35,63.3,23.65,1.64,144.46
Ahmedabad,2023-08-04,37,30.67,26.49,62.38,62.51,0.92,106.68
Delhi,2023-10-11,90,97.21,88.36,110.54,38.84,1.14,56.24
Delhi,2023-08-20,120,137.99,141.44,42.29,60.0,0.67,34.28
Chennai,2023-06-05,122,174.67,87.54,26.98,54.28,1.63,69.85
Mumbai,2023-02-01,92,11.88,245.4,64.5,55.45,2.3,83.47
Ahmedabad,2023-04-14,76,65.23,105.45,96.6,37.02,0.58,18.71
Ahmedabad,2023-06-14,123,98.34,202.97,59.17,13.19,1.37,136.48
Bangalore,2023-11-26,140,141.05,186.28,91.09,13.75,2.37,95.04
Chennai,2023-11-07,112,56.86,227.04,94.82,33.0,1.08,100.38
Kolkata,2023-12-07,97,149.77,32.01,26.92,53.8,0.43,145.92
Ahmedabad,2023-02-23,84,112.57,63.92,59.21,7.33,1.53,54.34
Bangalore,2023-12-20,72,44.89,116.8,97.74,15.55,0.45,79.81
Pune,2023-01-24,48,27.15,99.66,35.22,16.53,0.93,10.38
Mumbai,2023-06-13,171,197.81,197.53,46.52,54.1,1.51,127.78
Ahmedabad,2023-02-13,99,130.47,82.07,52.8,28.86,0.23,50.43
Pune,2023-01-16,150,141.74,212.31,64.2,69.7,2.49,117.96
Mumbai,2023-10-31,96,25.0,223.49,86.48,62.49,0.49,99.79
Pune,2023-09-26,117,154.45,87.3,83.66,25.01,0.22,96.84
Mumbai,2023-04-07,166,135.27,279.17,116.46,20.4,2.06,56.27
Bangalore,2023-06-24,101,159.62,40.7,51.82,28.31,2.01,64.49
Hyderabad,2023-05-14,169,124.46,293.18,112.85,35.36,1.86,125.27
Pune,2023-04-09,52,22.95,104.58,41.83,35.89,0.59,76.95
Delhi,2023-07-08,123,104.5,206.42,12.64,70.33,2.36,94.6
Bangalore,2023-12-21,98,34.97,243.29,18.7,33.82,0.94,89.91
Ahmedabad,2023-05-04,78,85.5,88.9,31.01,68.31,0.91,54.09
Delhi,2023-02-22,132,192.65,88.53,33.46,75.62,2.27,41.09
Mumbai,2023-05-05,55,57.47,43.65,99.34,62.18,0.88,18.07
Ahmedabad,2023-06-17,102,30.24,248.07,76.71,16.9,1.13,83.11
Bangalore,2023-09-19,123,61.15,279.24,38.32,33.08,2.13,68.55
Ahmedabad,2023-12-09,166,148.65,249.64,108.93,9.68,0.44,120.48
Kolkata,2023-08-15,61,21.12,132.34,99.29,11.87,1.75,5.52
Delhi,2023-01-12,71,62.64,80.12,110.2,61.59,0.46,35.77
Pune,2023-06-27,111,89.69,161.17,114.43,34.78,2.23,100.81
Bangalore,2023-05-10,134,151.46,165.66,30.89,24.58,1.48,92.25
Hyderabad,2023-05-10,120,172.4,77.64,94.01,2.65,0.5,33.96
Mumbai,2023-05-07,76,52.04,126.36,92.8,57.67,1.72,5.91
Bangalore,2023-08-06,64,52.43,96.15,21.84,34.0,0.37,113.75
Ahmedabad,2023-01-04,93,119.11,45.12,107.36,77.32,0.67,107.17
Chennai,2023-04-05,104,112.57,110.53,60.03,41.96,1.12,139.83
Ahmedabad,2023-08-10,98,55.85,183.96,84.2,12.93,1.02,136.3
Pune,2023-12-30,55,51.23,54.38,64.6,44.72,0.97,96.41
Delhi,2023-12-31,80,37.58,172.96,12.11,70.71,0.53,102.72
Kolkata,2023-05-14,126,85.96,234.17,62.44,58.6,1.36,90.97
Bangalore,2023-05-25,138,125.39,192.37,95.76,76.03,1.07,88.68
Chennai,2023-02-07,92,78.17,135.37,101.05,42.04,1.88,7.76
Kolkata,2023-07-04,121,181.25,82.81,8.63,35.81,1.82,70.9
Delhi,2023-09-28,110,137.26,91.23,91.47,13.94,1.11,100.12
Mumbai,2023-11-12,158,160.39,222.07,46.3,11.54,0.7,130.4
Pune,2023-10-14,122,190.8,41.28,66.73,52.6,1.83,98.36
Ahmedabad,2023-03-31,42,57.53,21.33,50.61,39.84,1.91,14.66
Bangalore,2023-02-24,77,60.15,122.68,10.56,52.94,1.83,139.67
Delhi,2023-01-07,114,58.9,223.3,86.28,75.1,0.67,107.27
Pune,2023-03-25,88,32.68,202.88,74.17,5.81,0.94,62.28
Delhi,2023-11-05,114,70.58,241.93,46.41,27.22,2.37,11.04
Hyderabad,2023-12-28,146,188.46,108.5,97.08,57.8,2.02,140.83
Pune,2023-08-06,161,189.66,208.43,11.2,14.11,1.12,36.43
Mumbai,2023-07-10,109,69.45,210.85,39.99,59.65,1.26,91.64
Bangalore,2023-01-29,45,40.78,69.85,13.92,50.21,2.15,8.02
Chennai,2023-02-12,123,96.92,226.56,23.14,23.19,0.73,62.86
Ahmedabad,2023-01-10,117,76.99,223.99,75.27,8.33,1.67,74.18
Mumbai,2023-10-09,30,37.04,20.54,22.62,47.03,2.08,33.05
Pune,2023-02-19,91,148.61,22.29,89.43,12.23,0.73,22.41
Ahmedabad,2023-09-02,112,161.65,57.11,119.33,27.51,2.32,32.55
Mumbai,2023-01-21,81,117.41,34.17,97.12,36.29,1.81,30.32
Delhi,2023-10-01,145,122.87,231.59,39.2,74.79,2.41,130.88
Mumbai,2023-08-11,73,89.85,36.24,113.93,76.24,0.24,56.75
Mumbai,2023-05-06,51,25.36,75.04,117.55,68.09,2.3,25.61
Chennai,2023-10-22,120,125.03,160.49,39.33,70.94,2.27,47.29
Mumbai,2023-04-26,76,38.33,155.64,20.29,38.92,1.26,133.2
Mumbai,2023-08-04,144,116.52,228.18,73.53,76.42,1.59,135.77
Kolkata,2023-01-10,127,116.54,172.13,118.79,17.95,0.52,93.69
Chennai,2023-01-17,170,131.44,292.3,113.85,20.03,0.59,86.31
Kolkata,2023-06-23,144,135.83,227.62,74.11,10.72,2.02,16.53
Mumbai,2023-08-06,142,156.24,173.54,85.34,31.85,0.23,53.0
Bangalore,2023-10-17,134,71.01,291.25,81.89,35.23,2.47,27.22
Kolkata,2023-09-16,87,132.94,35.56,87.45,9.79,0.52,28.15
Bangalore,2023-11-22,142,139.81,203.52,68.88,24.84,1.63,64.47
Hyderabad,2023-04-16,98,141.02,56.28,26.93,65.78,1.72,96.49
Bangalore,2023-01-09,124,85.29,213.27,90.1,41.8,2.43,143.58
Pune,2023-08-06,106,108.06,130.54,64.63,36.31,1.51,110.43
Chennai,2023-05-19,102,133.31,75.7,50.67,7.56,1.24,145.7
Delhi,2023-05-03,53,39.38,95.2,12.43,16.23,1.32,55.0
Pune,2023-03-11,96,37.85,203.7,69.18,67.73,0.62,127.96
Hyderabad,2023-01-25,45,55.0,24.02,7.4,49.73,0.25,149.08
Delhi,2023-02-25,103,145.03,63.42,67.11,8.29,1.96,89.81
Mumbai,2023-05-07,153,171.23,173.17,110.98,73.5,2.32,16.28
Chennai,2023-05-30,157,197.66,156.53,32.39,62.03,0.81,110.45
Delhi,2023-02-19,116,159.01,96.73,51.19,34.23,1.33,29.27
Delhi,2023-10-07,121,107.05,168.88,99.29,42.35,0.73,101.15
Chennai,2023-12-29,125,96.81,204.15,116.87,60.02,0.35,29.29
Mumbai,2023-02-04,120,73.61,217.66,85.48,79.51,1.28,111.99
Bangalore,2023-11-11,86,97.89,72.27,101.67,67.51,0.74,51.15
Hyderabad,2023-08-25,154,150.27,204.14,119.62,69.76,1.16,52.41
Kolkata,2023-11-29,143,165.35,153.1,89.83,3.49,2.33,117.21
Chennai,2023-03-29,70,82.96,48.81,98.86,61.95,1.65,19.71
Hyderabad,2023-10-24,121,190.1,21.06,117.34,58.85,0.96,106.18
Ahmedabad,2023-08-30,111,56.62,235.85,97.5,21.45,0.3,34.6
Ahmedabad,2023-07-08,90,22.4,223.28,48.7,70.98,0.78,70.72
Bangalore,2023-09-08,147,176.72,166.89,47.96,69.63,0.91,16.52
Bangalore,2023-05-27,100,159.17,28.62,72.38,48.37,2.34,46.54
Bangalore,2023-11-19,123,181.75,66.16,86.92,59.09,1.21,16.56
Chennai,2023-06-20,63,19.86,127.07,50.27,79.92,0.89,123.97
Chennai,2023-03-20,177,186.73,225.04,94.25,7.24,0.67,146.27
Hyderabad,2023-02-15,99,116.68,122.75,10.1,30.79,1.35,35.66
Bangalore,2023-03-10,96,86.15,112.82,117.14,57.58,1.07,98.09
Mumbai,2023-12-17,131,109.66,200.52,66.83,53.07,2.29,149.02
Delhi,2023-06-26,181,186.29,260.35,38.93,74.77,0.36,52.84
Mumbai,2023-08-03,120,110.11,171.88,96.41,17.19,2.46,68.43
Pune,2023-10-31,109,82.79,188.5,56.79,54.72,0.62,63.09
Kolkata,2023-04-29,154,123.64,289.55,10.28,53.45,1.98,35.9
Chennai,2023-10-16,64,48.3,103.28,17.66,30.89,1.05,122.05
Mumbai,2023-06-30,117,84.15,210.37,39.03,22.77,1.52,146.99
Delhi,2023-02-04,185,188.15,276.02,34.18,33.34,1.68,80.12
Kolkata,2023-03-20,180,198.8,230.74,55.33,50.22,0.4,76.82
Chennai,2023-03-12,134,180.35,114.47,66.11,56.4,0.98,14.41
Kolkata,2023-06-15,101,113.71,102.93,61.25,19.07,0.63,129.69
Mumbai,2023-03-27,121,175.18,60.61,61.98,76.32,1.64,108.99
Pune,2023-02-01,82,13.79,200.92,77.67,10.61,1.26,137.72
Chennai,2023-01-19,109,97.61,149.11,98.24,66.32,1.95,57.99
Pune,2023-12-29,84,43.76,173.73,72.59,51.57,1.15,12.05
Hyderabad,2023-01-07,193,187.28,288.12,73.64,3.55,0.44,125.93
Hyderabad,2023-07-22,167,189.74,177.86,104.34,66.34,1.56,118.63
Hyderabad,2023-04-28,163,131.45,286.97,23.63,60.04,0.94,123.48
Mumbai,2023-01-08,167,185.97,219.34,52.19,2.85,2.02,64.23
Chennai,2023-02-02,106,29.96,269.47,55.1,73.74,1.83,22.61
Mumbai,2023-08-09,49,54.02,24.04,80.14,40.46,2.0,105.73
Delhi,2023-01-28,101,106.96,139.61,37.98,39.2,2.21,11.15
